fpVal, endTimeNanos, startTimeNanos, modifiedTimeMillis
75,1639108861000000000,1639108861000000000,1639435043260
69,1639108921000000000,1639108921000000000,1639435043260
73,1639108981000000000,1639108981000000000,1639435043260
70,1639109041000000000,1639109041000000000,1639435043260
70,1639109101000000000,1639109101000000000,1639435043260
72,1639109161000000000,1639109161000000000,1639435043260
73,1639109221000000000,1639109221000000000,1639435043260
75,1639109281000000000,1639109281000000000,1639435043260
73,1639109341000000000,1639109341000000000,1639435043260
71,1639109401000000000,1639109401000000000,1639435043260
71,1639109461000000000,1639109461000000000,1639435043260
77,1639109521000000000,1639109521000000000,1639435043260
72,1639109581000000000,1639109581000000000,1639435043260
75,1639109641000000000,1639109641000000000,1639435043260
73,1639109701000000000,1639109701000000000,1639435043260
74,1639109761000000000,1639109761000000000,1639435043260
75,1639109821000000000,1639109821000000000,1639435043260
74,1639109881000000000,1639109881000000000,1639435043260
77,1639109941000000000,1639109941000000000,1639435043260
74,1639110001000000000,1639110001000000000,1639435043260
74,1639110061000000000,1639110061000000000,1639435043260
75,1639110121000000000,1639110121000000000,1639435043260
78,1639110181000000000,1639110181000000000,1639435043260
75,1639110241000000000,1639110241000000000,1639435043260
77,1639110301000000000,1639110301000000000,1639435043260
74,1639110361000000000,1639110361000000000,1639435043260
76,1639110421000000000,1639110421000000000,1639435043260
73,1639110481000000000,1639110481000000000,1639435043260
74,1639110541000000000,1639110541000000000,1639435043260
75,1639110601000000000,1639110601000000000,1639435043260
72,1639110661000000000,1639110661000000000,1639435043260
80,1639110721000000000,1639110721000000000,1639435043260
74,1639110781000000000,1639110781000000000,1639435043260
75,1639110841000000000,1639110841000000000,1639435043260
73,1639110901000000000,1639110901000000000,1639435043260
77,1639110961000000000,1639110961000000000,1639435043260
75,1639111021000000000,1639111021000000000,1639435043260
76,1639111081000000000,1639111081000000000,1639435043260
75,1639111141000000000,1639111141000000000,1639435043260
78,1639111201000000000,1639111201000000000,1639435043260
81,1639111261000000000,1639111261000000000,1639435043260
81,1639111321000000000,1639111321000000000,1639435043260
77,1639111381000000000,1639111381000000000,1639435043260
78,1639111441000000000,1639111441000000000,1639435043260
76,1639111501000000000,1639111501000000000,1639435043260
69,1639111561000000000,1639111561000000000,1639435043260
75,1639111621000000000,1639111621000000000,1639435043260
80,1639111681000000000,1639111681000000000,1639435043260
77,1639111741000000000,1639111741000000000,1639435043260
77,1639111801000000000,1639111801000000000,1639435043260
81,1639111861000000000,1639111861000000000,1639435043260
73,1639111921000000000,1639111921000000000,1639435043260
81,1639111981000000000,1639111981000000000,1639435043260
72,1639112041000000000,1639112041000000000,1639435043260
78,1639112101000000000,1639112101000000000,1639435043260
77,1639112161000000000,1639112161000000000,1639435043260
67,1639112221000000000,1639112221000000000,1639435043260
75,1639112281000000000,1639112281000000000,1639435043260
75,1639112341000000000,1639112341000000000,1639435043260
80,1639112401000000000,1639112401000000000,1639435043260
76,1639112461000000000,1639112461000000000,1639435043260
78,1639112521000000000,1639112521000000000,1639435043260
76,1639112581000000000,1639112581000000000,1639435043260
76,1639112641000000000,1639112641000000000,1639435043260
73,1639112701000000000,1639112701000000000,1639435043260
74,1639112761000000000,1639112761000000000,1639435043260
79,1639112821000000000,1639112821000000000,1639435043260
74,1639112881000000000,1639112881000000000,1639435043260
79,1639112941000000000,1639112941000000000,1639435043260
73,1639113001000000000,1639113001000000000,1639435043260
75,1639113061000000000,1639113061000000000,1639435043260
72,1639113121000000000,1639113121000000000,1639435043260
73,1639113181000000000,1639113181000000000,1639435043260
72,1639113241000000000,1639113241000000000,1639435043260
73,1639113301000000000,1639113301000000000,1639435043260
69,1639113361000000000,1639113361000000000,1639435043260
74,1639113421000000000,1639113421000000000,1639435043260
71,1639113481000000000,1639113481000000000,1639435043260
71,1639113541000000000,1639113541000000000,1639435043260
76,1639113601000000000,1639113601000000000,1639435043260
73,1639113661000000000,1639113661000000000,1639435043260
73,1639113721000000000,1639113721000000000,1639435043260
78,1639113781000000000,1639113781000000000,1639435043260
72,1639113841000000000,1639113841000000000,1639435043260
75,1639113901000000000,1639113901000000000,1639435043260
75,1639113961000000000,1639113961000000000,1639435043260
75,1639114021000000000,1639114021000000000,1639435043260
75,1639114081000000000,1639114081000000000,1639435043260
76,1639114141000000000,1639114141000000000,1639435043260
76,1639114201000000000,1639114201000000000,1639435043260
78,1639114261000000000,1639114261000000000,1639435043260
76,1639114321000000000,1639114321000000000,1639435043260
78,1639114381000000000,1639114381000000000,1639435043260
77,1639114441000000000,1639114441000000000,1639435043260
74,1639114501000000000,1639114501000000000,1639435043260
74,1639114561000000000,1639114561000000000,1639435043260
75,1639114621000000000,1639114621000000000,1639435043260
80,1639114681000000000,1639114681000000000,1639435043260
75,1639114741000000000,1639114741000000000,1639435043260
75,1639114801000000000,1639114801000000000,1639435043260
73,1639114861000000000,1639114861000000000,1639435043260
74,1639114921000000000,1639114921000000000,1639435043260
70,1639114981000000000,1639114981000000000,1639435043260
77,1639115041000000000,1639115041000000000,1639435043260
77,1639115101000000000,1639115101000000000,1639435043260
64,1639115161000000000,1639115161000000000,1639435043260
75,1639115221000000000,1639115221000000000,1639435043260
77,1639115281000000000,1639115281000000000,1639435043260
70,1639115341000000000,1639115341000000000,1639435043260
74,1639115401000000000,1639115401000000000,1639435043260
80,1639115461000000000,1639115461000000000,1639435043260
76,1639115521000000000,1639115521000000000,1639435043260
75,1639115581000000000,1639115581000000000,1639435043260
82,1639115641000000000,1639115641000000000,1639435043260
76,1639115701000000000,1639115701000000000,1639435043260
77,1639115761000000000,1639115761000000000,1639435043260
77,1639115821000000000,1639115821000000000,1639435043260
76,1639115881000000000,1639115881000000000,1639435043260
73,1639115941000000000,1639115941000000000,1639435043260
81,1639116001000000000,1639116001000000000,1639435043260
78,1639116061000000000,1639116061000000000,1639435043260
81,1639116121000000000,1639116121000000000,1639435043260
79,1639116181000000000,1639116181000000000,1639435043260
76,1639116241000000000,1639116241000000000,1639435043260
79,1639116301000000000,1639116301000000000,1639435043260
87,1639116361000000000,1639116361000000000,1639435043260
79,1639116421000000000,1639116421000000000,1639435043260
80,1639116481000000000,1639116481000000000,1639435043260
80,1639116541000000000,1639116541000000000,1639435043260
78,1639116601000000000,1639116601000000000,1639435043260
81,1639116661000000000,1639116661000000000,1639435043260
77,1639116721000000000,1639116721000000000,1639435043260
84,1639116781000000000,1639116781000000000,1639435043260
79,1639116841000000000,1639116841000000000,1639435043260
80,1639116901000000000,1639116901000000000,1639435043260
81,1639116961000000000,1639116961000000000,1639435043260
80,1639117021000000000,1639117021000000000,1639435043260
81,1639117081000000000,1639117081000000000,1639435043260
82,1639117141000000000,1639117141000000000,1639435043260
79,1639117201000000000,1639117201000000000,1639435043260
76,1639117261000000000,1639117261000000000,1639435043260
82,1639117321000000000,1639117321000000000,1639435043260
84,1639117381000000000,1639117381000000000,1639435043260
81,1639117441000000000,1639117441000000000,1639435043260
79,1639117501000000000,1639117501000000000,1639435043260
83,1639117561000000000,1639117561000000000,1639435043260
81,1639117621000000000,1639117621000000000,1639435043260
85,1639117681000000000,1639117681000000000,1639435043260
86,1639117741000000000,1639117741000000000,1639435043260
87,1639117801000000000,1639117801000000000,1639435043260
82,1639117861000000000,1639117861000000000,1639435043260
81,1639117921000000000,1639117921000000000,1639435043260
85,1639117981000000000,1639117981000000000,1639435043260
82,1639118041000000000,1639118041000000000,1639435043260
82,1639118101000000000,1639118101000000000,1639435043260
80,1639118161000000000,1639118161000000000,1639435043260
80,1639118221000000000,1639118221000000000,1639435043260
82,1639118281000000000,1639118281000000000,1639435043260
80,1639118341000000000,1639118341000000000,1639435043260
81,1639118401000000000,1639118401000000000,1639435043260
83,1639118461000000000,1639118461000000000,1639435043260
82,1639118521000000000,1639118521000000000,1639435043260
81,1639118581000000000,1639118581000000000,1639435043260
80,1639118641000000000,1639118641000000000,1639435043260
85,1639118701000000000,1639118701000000000,1639435043260
79,1639118761000000000,1639118761000000000,1639435043260
79,1639118821000000000,1639118821000000000,1639435043260
82,1639118881000000000,1639118881000000000,1639435043260
84,1639118941000000000,1639118941000000000,1639435043260
79,1639119001000000000,1639119001000000000,1639435043260
79,1639119061000000000,1639119061000000000,1639435043260
80,1639119121000000000,1639119121000000000,1639435043260
81,1639119181000000000,1639119181000000000,1639435043260
79,1639119241000000000,1639119241000000000,1639435043260
75,1639119301000000000,1639119301000000000,1639435043260
81,1639119361000000000,1639119361000000000,1639435043260
77,1639119421000000000,1639119421000000000,1639435043260
77,1639119481000000000,1639119481000000000,1639435043260
76,1639119541000000000,1639119541000000000,1639435043260
76,1639119601000000000,1639119601000000000,1639435043260
78,1639119661000000000,1639119661000000000,1639435043260
77,1639119721000000000,1639119721000000000,1639435043260
67,1639119781000000000,1639119781000000000,1639435043260
74,1639119841000000000,1639119841000000000,1639435043260
77,1639119901000000000,1639119901000000000,1639435043260
77,1639119961000000000,1639119961000000000,1639435043260
75,1639120021000000000,1639120021000000000,1639435043260
74,1639120081000000000,1639120081000000000,1639435043260
76,1639120141000000000,1639120141000000000,1639435043260
74,1639120201000000000,1639120201000000000,1639435043260
77,1639120261000000000,1639120261000000000,1639435043260
73,1639120321000000000,1639120321000000000,1639435043260
74,1639120381000000000,1639120381000000000,1639435043260
71,1639120441000000000,1639120441000000000,1639435043260
79,1639120501000000000,1639120501000000000,1639435043260
74,1639120561000000000,1639120561000000000,1639435043260
78,1639120621000000000,1639120621000000000,1639435043260
75,1639120681000000000,1639120681000000000,1639435043260
77,1639120741000000000,1639120741000000000,1639435043260
78,1639120801000000000,1639120801000000000,1639435043260
78,1639120861000000000,1639120861000000000,1639435043260
76,1639120921000000000,1639120921000000000,1639435043260
76,1639120981000000000,1639120981000000000,1639435043260
75,1639121041000000000,1639121041000000000,1639435043260
74,1639121101000000000,1639121101000000000,1639435043260
76,1639121161000000000,1639121161000000000,1639435043260
86,1639121221000000000,1639121221000000000,1639435043260
76,1639121281000000000,1639121281000000000,1639435043260
80,1639121341000000000,1639121341000000000,1639435043260
78,1639121401000000000,1639121401000000000,1639435043260
83,1639121461000000000,1639121461000000000,1639435043260
87,1639121521000000000,1639121521000000000,1639435043260
83,1639121581000000000,1639121581000000000,1639435043260
83,1639121641000000000,1639121641000000000,1639435043260
79,1639121701000000000,1639121701000000000,1639435043260
80,1639121761000000000,1639121761000000000,1639435043260
78,1639121821000000000,1639121821000000000,1639435043260
77,1639121881000000000,1639121881000000000,1639435043260
80,1639121941000000000,1639121941000000000,1639435043260
74,1639122001000000000,1639122001000000000,1639435043260
77,1639122061000000000,1639122061000000000,1639435043260
73,1639122121000000000,1639122121000000000,1639435043260
76,1639122181000000000,1639122181000000000,1639435043260
75,1639122241000000000,1639122241000000000,1639435043260
77,1639122301000000000,1639122301000000000,1639435043260
74,1639122361000000000,1639122361000000000,1639435043260
74,1639122421000000000,1639122421000000000,1639435043260
88,1639122481000000000,1639122481000000000,1639435043260
81,1639122541000000000,1639122541000000000,1639435043260
81,1639122601000000000,1639122601000000000,1639435043260
79,1639122661000000000,1639122661000000000,1639435043260
82,1639122721000000000,1639122721000000000,1639435043260
77,1639122781000000000,1639122781000000000,1639435043260
79,1639122841000000000,1639122841000000000,1639435043260
83,1639122901000000000,1639122901000000000,1639435043260
86,1639122961000000000,1639122961000000000,1639435043260
83,1639123021000000000,1639123021000000000,1639435043260
79,1639123081000000000,1639123081000000000,1639435043260
79,1639123141000000000,1639123141000000000,1639435043260
80,1639123201000000000,1639123201000000000,1639435043260
81,1639123261000000000,1639123261000000000,1639435043260
73,1639123321000000000,1639123321000000000,1639435043260
79,1639123381000000000,1639123381000000000,1639435043260
77,1639123441000000000,1639123441000000000,1639435043260
84,1639123501000000000,1639123501000000000,1639435043260
82,1639123561000000000,1639123561000000000,1639435043260
80,1639123621000000000,1639123621000000000,1639435043260
91,1639123681000000000,1639123681000000000,1639435043260
86,1639123741000000000,1639123741000000000,1639435043260
89,1639123801000000000,1639123801000000000,1639435043260
84,1639123861000000000,1639123861000000000,1639435043260
84,1639123921000000000,1639123921000000000,1639435043260
80,1639123981000000000,1639123981000000000,1639435043260
81,1639124041000000000,1639124041000000000,1639435043260
81,1639124101000000000,1639124101000000000,1639435043260
83,1639124161000000000,1639124161000000000,1639435043260
84,1639124221000000000,1639124221000000000,1639435043260
82,1639124281000000000,1639124281000000000,1639435043260
79,1639124341000000000,1639124341000000000,1639435043260
80,1639124401000000000,1639124401000000000,1639435043260
81,1639124461000000000,1639124461000000000,1639435043260
78,1639124521000000000,1639124521000000000,1639435043260
81,1639124581000000000,1639124581000000000,1639435043260
87,1639124641000000000,1639124641000000000,1639435043260
84,1639124701000000000,1639124701000000000,1639435043260
81,1639124761000000000,1639124761000000000,1639435043260
78,1639124821000000000,1639124821000000000,1639435043260
83,1639124881000000000,1639124881000000000,1639435043260
89,1639124941000000000,1639124941000000000,1639435043260
93,1639125001000000000,1639125001000000000,1639435043260
84,1639125061000000000,1639125061000000000,1639435043260
85,1639125121000000000,1639125121000000000,1639435043260
86,1639125181000000000,1639125181000000000,1639435043260
91,1639125241000000000,1639125241000000000,1639435043260
87,1639125301000000000,1639125301000000000,1639435043260
87,1639125361000000000,1639125361000000000,1639435043260
87,1639125421000000000,1639125421000000000,1639435043260
85,1639125481000000000,1639125481000000000,1639435043260
84,1639125541000000000,1639125541000000000,1639435043260
82,1639125601000000000,1639125601000000000,1639435043260
