fpVal, endTimeNanos, startTimeNanos, modifiedTimeMillis
75,1639166881000000000,1639166881000000000,1639435043260
76,1639166941000000000,1639166941000000000,1639435043260
75,1639167001000000000,1639167001000000000,1639435043260
77,1639167061000000000,1639167061000000000,1639435043260
72,1639167121000000000,1639167121000000000,1639435043260
76,1639167181000000000,1639167181000000000,1639435043260
76,1639167241000000000,1639167241000000000,1639435043260
79,1639167301000000000,1639167301000000000,1639435043260
81,1639167361000000000,1639167361000000000,1639435043260
74,1639167421000000000,1639167421000000000,1639435043260
74,1639167481000000000,1639167481000000000,1639435043260
77,1639167541000000000,1639167541000000000,1639435043260
74,1639167601000000000,1639167601000000000,1639435043260
83,1639167661000000000,1639167661000000000,1639435043260
74,1639167721000000000,1639167721000000000,1639435043260
77,1639167781000000000,1639167781000000000,1639435043260
82,1639167841000000000,1639167841000000000,1639435043260
74,1639167901000000000,1639167901000000000,1639435043260
75,1639167961000000000,1639167961000000000,1639435043260
77,1639168021000000000,1639168021000000000,1639435043260
73,1639168081000000000,1639168081000000000,1639435043260
74,1639168141000000000,1639168141000000000,1639435043260
75,1639168201000000000,1639168201000000000,1639435043260
73,1639168261000000000,1639168261000000000,1639435043260
75,1639168321000000000,1639168321000000000,1639435043260
75,1639168381000000000,1639168381000000000,1639435043260
71,1639168441000000000,1639168441000000000,1639435043260
73,1639168501000000000,1639168501000000000,1639435043260
73,1639168561000000000,1639168561000000000,1639435043260
76,1639168621000000000,1639168621000000000,1639435043260
73,1639168681000000000,1639168681000000000,1639435043260
73,1639168741000000000,1639168741000000000,1639435043260
76,1639168801000000000,1639168801000000000,1639435043260
78,1639168861000000000,1639168861000000000,1639435043260
73,1639168921000000000,1639168921000000000,1639435043260
75,1639168981000000000,1639168981000000000,1639435043260
82,1639169041000000000,1639169041000000000,1639435043260
76,1639169101000000000,1639169101000000000,1639435043260
77,1639169161000000000,1639169161000000000,1639435043260
76,1639169221000000000,1639169221000000000,1639435043260
78,1639169281000000000,1639169281000000000,1639435043260
76,1639169341000000000,1639169341000000000,1639435043260
76,1639169401000000000,1639169401000000000,1639435043260
77,1639169461000000000,1639169461000000000,1639435043260
76,1639169521000000000,1639169521000000000,1639435043260
74,1639169581000000000,1639169581000000000,1639435043260
78,1639169641000000000,1639169641000000000,1639435043260
78,1639169701000000000,1639169701000000000,1639435043260
81,1639169761000000000,1639169761000000000,1639435043260
74,1639169821000000000,1639169821000000000,1639435043260
80,1639169881000000000,1639169881000000000,1639435043260
76,1639169941000000000,1639169941000000000,1639435043260
76,1639170001000000000,1639170001000000000,1639435043260
76,1639170061000000000,1639170061000000000,1639435043260
78,1639170121000000000,1639170121000000000,1639435043260
76,1639170181000000000,1639170181000000000,1639435043260
76,1639170241000000000,1639170241000000000,1639435043260
76,1639170301000000000,1639170301000000000,1639435043260
89,1639170361000000000,1639170361000000000,1639435043260
90,1639170421000000000,1639170421000000000,1639435043260
85,1639170481000000000,1639170481000000000,1639435043260
87,1639170541000000000,1639170541000000000,1639435043260
82,1639170601000000000,1639170601000000000,1639435043260
75,1639170661000000000,1639170661000000000,1639435043260
75,1639170721000000000,1639170721000000000,1639435043260
76,1639170781000000000,1639170781000000000,1639435043260
77,1639170841000000000,1639170841000000000,1639435043260
77,1639170901000000000,1639170901000000000,1639435043260
78,1639170961000000000,1639170961000000000,1639435043260
76,1639171021000000000,1639171021000000000,1639435043260
82,1639171081000000000,1639171081000000000,1639435043260
83,1639171141000000000,1639171141000000000,1639435043260
71,1639171201000000000,1639171201000000000,1639435043260
82,1639171261000000000,1639171261000000000,1639435043260
75,1639171321000000000,1639171321000000000,1639435043260
75,1639171381000000000,1639171381000000000,1639435043260
73,1639171441000000000,1639171441000000000,1639435043260
79,1639171501000000000,1639171501000000000,1639435043260
75,1639171561000000000,1639171561000000000,1639435043260
76,1639171621000000000,1639171621000000000,1639435043260
77,1639171681000000000,1639171681000000000,1639435043260
75,1639171741000000000,1639171741000000000,1639435043260
73,1639171801000000000,1639171801000000000,1639435043260
71,1639171861000000000,1639171861000000000,1639435043260
76,1639171921000000000,1639171921000000000,1639435043260
76,1639171981000000000,1639171981000000000,1639435043260
96,1639172041000000000,1639172041000000000,1639435043260
78,1639172101000000000,1639172101000000000,1639435043260
78,1639172161000000000,1639172161000000000,1639435043260
77,1639172221000000000,1639172221000000000,1639435043260
84,1639172281000000000,1639172281000000000,1639435043260
86,1639172341000000000,1639172341000000000,1639435043260
86,1639172401000000000,1639172401000000000,1639435043260
88,1639172461000000000,1639172461000000000,1639435043260
89,1639172521000000000,1639172521000000000,1639435043260
89,1639172581000000000,1639172581000000000,1639435043260
93,1639172641000000000,1639172641000000000,1639435043260
104,1639172701000000000,1639172701000000000,1639435043260
106,1639172761000000000,1639172761000000000,1639435043260
107,1639172821000000000,1639172821000000000,1639435043260
104,1639172881000000000,1639172881000000000,1639435043260
106,1639172941000000000,1639172941000000000,1639435043260
98,1639173001000000000,1639173001000000000,1639435043260
107,1639173061000000000,1639173061000000000,1639435043260
97,1639173121000000000,1639173121000000000,1639435043260
106,1639173181000000000,1639173181000000000,1639435043260
98,1639173241000000000,1639173241000000000,1639435043260
90,1639173301000000000,1639173301000000000,1639435043260
84,1639173361000000000,1639173361000000000,1639435043260
99,1639173421000000000,1639173421000000000,1639435043260
98,1639173481000000000,1639173481000000000,1639435043260
104,1639173541000000000,1639173541000000000,1639435043260
105,1639173601000000000,1639173601000000000,1639435043260
106,1639173661000000000,1639173661000000000,1639435043260
107,1639173721000000000,1639173721000000000,1639435043260
81,1639173781000000000,1639173781000000000,1639435043260
78,1639173841000000000,1639173841000000000,1639435043260
77,1639173901000000000,1639173901000000000,1639435043260
77,1639173961000000000,1639173961000000000,1639435043260
79,1639174021000000000,1639174021000000000,1639435043260
76,1639174081000000000,1639174081000000000,1639435043260
75,1639174141000000000,1639174141000000000,1639435043260
76,1639174201000000000,1639174201000000000,1639435043260
76,1639174261000000000,1639174261000000000,1639435043260
75,1639174321000000000,1639174321000000000,1639435043260
74,1639174381000000000,1639174381000000000,1639435043260
78,1639174441000000000,1639174441000000000,1639435043260
76,1639174501000000000,1639174501000000000,1639435043260
77,1639174561000000000,1639174561000000000,1639435043260
78,1639174621000000000,1639174621000000000,1639435043260
78,1639174681000000000,1639174681000000000,1639435043260
79,1639174741000000000,1639174741000000000,1639435043260
78,1639174801000000000,1639174801000000000,1639435043260
77,1639174861000000000,1639174861000000000,1639435043260
76,1639174921000000000,1639174921000000000,1639435043260
78,1639174981000000000,1639174981000000000,1639435043260
76,1639175041000000000,1639175041000000000,1639435043260
75,1639175101000000000,1639175101000000000,1639435043260
78,1639175161000000000,1639175161000000000,1639435043260
78,1639175221000000000,1639175221000000000,1639435043260
77,1639175281000000000,1639175281000000000,1639435043260
77,1639175341000000000,1639175341000000000,1639435043260
76,1639175401000000000,1639175401000000000,1639435043260
77,1639175461000000000,1639175461000000000,1639435043260
77,1639175521000000000,1639175521000000000,1639435043260
76,1639175581000000000,1639175581000000000,1639435043260
75,1639175641000000000,1639175641000000000,1639435043260
75,1639175701000000000,1639175701000000000,1639435043260
72,1639175761000000000,1639175761000000000,1639435043260
80,1639175821000000000,1639175821000000000,1639435043260
73,1639175881000000000,1639175881000000000,1639435043260
77,1639175941000000000,1639175941000000000,1639435043260
76,1639176001000000000,1639176001000000000,1639435043260
76,1639176061000000000,1639176061000000000,1639435043260
76,1639176121000000000,1639176121000000000,1639435043260
72,1639176181000000000,1639176181000000000,1639435043260
75,1639176241000000000,1639176241000000000,1639435043260
77,1639176301000000000,1639176301000000000,1639435043260
76,1639176361000000000,1639176361000000000,1639435043260
75,1639176421000000000,1639176421000000000,1639435043260
76,1639176481000000000,1639176481000000000,1639435043260
76,1639176541000000000,1639176541000000000,1639435043260
77,1639176601000000000,1639176601000000000,1639435043260
76,1639176661000000000,1639176661000000000,1639435043260
76,1639176721000000000,1639176721000000000,1639435043260
78,1639176781000000000,1639176781000000000,1639435043260
78,1639176841000000000,1639176841000000000,1639435043260
77,1639176901000000000,1639176901000000000,1639435043260
77,1639176961000000000,1639176961000000000,1639435043260
79,1639177021000000000,1639177021000000000,1639435043260
79,1639177081000000000,1639177081000000000,1639435043260
80,1639177141000000000,1639177141000000000,1639435043260
81,1639177201000000000,1639177201000000000,1639435043260
78,1639177261000000000,1639177261000000000,1639435043260
78,1639177321000000000,1639177321000000000,1639435043260
80,1639177381000000000,1639177381000000000,1639435043260
79,1639177441000000000,1639177441000000000,1639435043260
77,1639177501000000000,1639177501000000000,1639435043260
79,1639177561000000000,1639177561000000000,1639435043260
78,1639177621000000000,1639177621000000000,1639435043260
78,1639177681000000000,1639177681000000000,1639435043260
80,1639177741000000000,1639177741000000000,1639435043260
79,1639177801000000000,1639177801000000000,1639435043260
76,1639177861000000000,1639177861000000000,1639435043260
79,1639177921000000000,1639177921000000000,1639435043260
78,1639177981000000000,1639177981000000000,1639435043260
78,1639178041000000000,1639178041000000000,1639435043260
79,1639178101000000000,1639178101000000000,1639435043260
75,1639178161000000000,1639178161000000000,1639435043260
77,1639178221000000000,1639178221000000000,1639435043260
79,1639178281000000000,1639178281000000000,1639435043260
79,1639178341000000000,1639178341000000000,1639435043260
77,1639178401000000000,1639178401000000000,1639435043260
79,1639178461000000000,1639178461000000000,1639435043260
77,1639178521000000000,1639178521000000000,1639435043260
77,1639178581000000000,1639178581000000000,1639435043260
78,1639178641000000000,1639178641000000000,1639435043260
74,1639178701000000000,1639178701000000000,1639435043260
91,1639178761000000000,1639178761000000000,1639435043260
71,1639178821000000000,1639178821000000000,1639435043260
77,1639178881000000000,1639178881000000000,1639435043260
81,1639178941000000000,1639178941000000000,1639435043260
80,1639179001000000000,1639179001000000000,1639435043260
77,1639179061000000000,1639179061000000000,1639435043260
83,1639179121000000000,1639179121000000000,1639435043260
80,1639179181000000000,1639179181000000000,1639435043260
89,1639179241000000000,1639179241000000000,1639435043260
73,1639179301000000000,1639179301000000000,1639435043260
85,1639179361000000000,1639179361000000000,1639435043260
85,1639179421000000000,1639179421000000000,1639435043260
80,1639179481000000000,1639179481000000000,1639435043260
79,1639179541000000000,1639179541000000000,1639435043260
85,1639179601000000000,1639179601000000000,1639435043260
80,1639179661000000000,1639179661000000000,1639435043260
84,1639179721000000000,1639179721000000000,1639435043260
96,1639179781000000000,1639179781000000000,1639435043260
76,1639179841000000000,1639179841000000000,1639435043260
70,1639179901000000000,1639179901000000000,1639435043260
78,1639179961000000000,1639179961000000000,1639435043260
75,1639180021000000000,1639180021000000000,1639435043260
73,1639180081000000000,1639180081000000000,1639435043260
74,1639180141000000000,1639180141000000000,1639435043260
75,1639180201000000000,1639180201000000000,1639435043260
75,1639180261000000000,1639180261000000000,1639435043260
72,1639180321000000000,1639180321000000000,1639435043260
77,1639180381000000000,1639180381000000000,1639435043260
79,1639180441000000000,1639180441000000000,1639435043260
78,1639180501000000000,1639180501000000000,1639435043260
77,1639180561000000000,1639180561000000000,1639435043260
78,1639180621000000000,1639180621000000000,1639435043260
76,1639180681000000000,1639180681000000000,1639435043260
77,1639180741000000000,1639180741000000000,1639435043260
77,1639180801000000000,1639180801000000000,1639435043260
74,1639180861000000000,1639180861000000000,1639435043260
77,1639180921000000000,1639180921000000000,1639435043260
74,1639180981000000000,1639180981000000000,1639435043260
77,1639181041000000000,1639181041000000000,1639435043260
75,1639181101000000000,1639181101000000000,1639435043260
75,1639181161000000000,1639181161000000000,1639435043260
74,1639181221000000000,1639181221000000000,1639435043260
74,1639181281000000000,1639181281000000000,1639435043260
76,1639181341000000000,1639181341000000000,1639435043260
75,1639181401000000000,1639181401000000000,1639435043260
75,1639181461000000000,1639181461000000000,1639435043260
76,1639181521000000000,1639181521000000000,1639435043260
76,1639181581000000000,1639181581000000000,1639435043260
75,1639181641000000000,1639181641000000000,1639435043260
72,1639181701000000000,1639181701000000000,1639435043260
76,1639181761000000000,1639181761000000000,1639435043260
74,1639181821000000000,1639181821000000000,1639435043260
75,1639181881000000000,1639181881000000000,1639435043260
75,1639181941000000000,1639181941000000000,1639435043260
75,1639182001000000000,1639182001000000000,1639435043260
75,1639182061000000000,1639182061000000000,1639435043260
77,1639182121000000000,1639182121000000000,1639435043260
75,1639182181000000000,1639182181000000000,1639435043260
75,1639182241000000000,1639182241000000000,1639435043260
75,1639182301000000000,1639182301000000000,1639435043260
77,1639182361000000000,1639182361000000000,1639435043260
75,1639182421000000000,1639182421000000000,1639435043260
73,1639182481000000000,1639182481000000000,1639435043260
76,1639182541000000000,1639182541000000000,1639435043260
76,1639182601000000000,1639182601000000000,1639435043260
80,1639182661000000000,1639182661000000000,1639435043260
74,1639182721000000000,1639182721000000000,1639435043260
75,1639182781000000000,1639182781000000000,1639435043260
72,1639182841000000000,1639182841000000000,1639435043260
77,1639182901000000000,1639182901000000000,1639435043260
69,1639182961000000000,1639182961000000000,1639435043260
76,1639183021000000000,1639183021000000000,1639435043260
75,1639183081000000000,1639183081000000000,1639435043260
75,1639183141000000000,1639183141000000000,1639435043260
77,1639183201000000000,1639183201000000000,1639435043260
78,1639183261000000000,1639183261000000000,1639435043260
77,1639183321000000000,1639183321000000000,1639435043260
76,1639183381000000000,1639183381000000000,1639435043260
72,1639183441000000000,1639183441000000000,1639435043260
76,1639183501000000000,1639183501000000000,1639435043260
68,1639183561000000000,1639183561000000000,1639435043260
74,1639183621000000000,1639183621000000000,1639435043260
72,1639183681000000000,1639183681000000000,1639435043260
73,1639183741000000000,1639183741000000000,1639435043260
73,1639183801000000000,1639183801000000000,1639435043260
77,1639183861000000000,1639183861000000000,1639435043260
63,1639183921000000000,1639183921000000000,1639435043260
61,1639183981000000000,1639183981000000000,1639435043260
78,1639184041000000000,1639184041000000000,1639435043260
72,1639184101000000000,1639184101000000000,1639435043260
72,1639184161000000000,1639184161000000000,1639435043260
68,1639184221000000000,1639184221000000000,1639435043260
71,1639184281000000000,1639184281000000000,1639435043260
76,1639184341000000000,1639184341000000000,1639435043260
68,1639184401000000000,1639184401000000000,1639435043260
71,1639184461000000000,1639184461000000000,1639435043260
71,1639184521000000000,1639184521000000000,1639435043260
72,1639184581000000000,1639184581000000000,1639435043260
68,1639184641000000000,1639184641000000000,1639435043260
73,1639184701000000000,1639184701000000000,1639435043260
77,1639184761000000000,1639184761000000000,1639435043260
75,1639184821000000000,1639184821000000000,1639435043260
76,1639184881000000000,1639184881000000000,1639435043260
74,1639184941000000000,1639184941000000000,1639435043260
76,1639185001000000000,1639185001000000000,1639435043260
70,1639185061000000000,1639185061000000000,1639435043260
71,1639185121000000000,1639185121000000000,1639435043260
72,1639185181000000000,1639185181000000000,1639435043260
71,1639185241000000000,1639185241000000000,1639435043260
71,1639185301000000000,1639185301000000000,1639435043260
72,1639185361000000000,1639185361000000000,1639435043260
70,1639185421000000000,1639185421000000000,1639435043260
72,1639185481000000000,1639185481000000000,1639435043260
71,1639185541000000000,1639185541000000000,1639435043260
72,1639185601000000000,1639185601000000000,1639435043260
72,1639185661000000000,1639185661000000000,1639435043260
66,1639185721000000000,1639185721000000000,1639435043260
73,1639185781000000000,1639185781000000000,1639435043260
71,1639185841000000000,1639185841000000000,1639435043260
71,1639185901000000000,1639185901000000000,1639435043260
72,1639185961000000000,1639185961000000000,1639435043260
72,1639186021000000000,1639186021000000000,1639435043260
72,1639186081000000000,1639186081000000000,1639435043260
72,1639186141000000000,1639186141000000000,1639435043260
67,1639186201000000000,1639186201000000000,1639435043260
72,1639186261000000000,1639186261000000000,1639435043260
68,1639186321000000000,1639186321000000000,1639435043260
73,1639186381000000000,1639186381000000000,1639435043260
70,1639186441000000000,1639186441000000000,1639435043260
70,1639186501000000000,1639186501000000000,1639435043260
71,1639186561000000000,1639186561000000000,1639435043260
70,1639186621000000000,1639186621000000000,1639435043260
69,1639186681000000000,1639186681000000000,1639435043260
69,1639186741000000000,1639186741000000000,1639435043260
71,1639186801000000000,1639186801000000000,1639435043260
74,1639186861000000000,1639186861000000000,1639435043260
76,1639186921000000000,1639186921000000000,1639435043260
72,1639186981000000000,1639186981000000000,1639435043260
72,1639187041000000000,1639187041000000000,1639435043260
73,1639187101000000000,1639187101000000000,1639435043260
73,1639187161000000000,1639187161000000000,1639435043260
72,1639187221000000000,1639187221000000000,1639435043260
71,1639187281000000000,1639187281000000000,1639435043260
72,1639187341000000000,1639187341000000000,1639435043260
72,1639187401000000000,1639187401000000000,1639435043260
73,1639187461000000000,1639187461000000000,1639435043260
73,1639187521000000000,1639187521000000000,1639435043260
73,1639187581000000000,1639187581000000000,1639435043260
73,1639187641000000000,1639187641000000000,1639435043260
75,1639187701000000000,1639187701000000000,1639435043260
72,1639187761000000000,1639187761000000000,1639435043260
72,1639187821000000000,1639187821000000000,1639435043260
75,1639187881000000000,1639187881000000000,1639435043260
71,1639187941000000000,1639187941000000000,1639435043260
72,1639188001000000000,1639188001000000000,1639435043260
71,1639188061000000000,1639188061000000000,1639435043260
74,1639188121000000000,1639188121000000000,1639435043260
73,1639188181000000000,1639188181000000000,1639435043260
72,1639188241000000000,1639188241000000000,1639435043260
75,1639188301000000000,1639188301000000000,1639435043260
73,1639188361000000000,1639188361000000000,1639435043260
74,1639188421000000000,1639188421000000000,1639435043260
72,1639188481000000000,1639188481000000000,1639435043260
73,1639188541000000000,1639188541000000000,1639435043260
74,1639188601000000000,1639188601000000000,1639435043260
73,1639188661000000000,1639188661000000000,1639435043260
72,1639188721000000000,1639188721000000000,1639435043260
73,1639188781000000000,1639188781000000000,1639435043260
74,1639188841000000000,1639188841000000000,1639435043260
70,1639188901000000000,1639188901000000000,1639435043260
73,1639188961000000000,1639188961000000000,1639435043260
76,1639189021000000000,1639189021000000000,1639435043260
72,1639189081000000000,1639189081000000000,1639435043260
73,1639189141000000000,1639189141000000000,1639435043260
74,1639189201000000000,1639189201000000000,1639435043260
74,1639189261000000000,1639189261000000000,1639435043260
74,1639189321000000000,1639189321000000000,1639435043260
72,1639189381000000000,1639189381000000000,1639435043260
72,1639189441000000000,1639189441000000000,1639435043260
73,1639189501000000000,1639189501000000000,1639435043260
72,1639189561000000000,1639189561000000000,1639435043260
67,1639189621000000000,1639189621000000000,1639435043260
72,1639189681000000000,1639189681000000000,1639435043260
73,1639189741000000000,1639189741000000000,1639435043260
74,1639189801000000000,1639189801000000000,1639435043260
73,1639189861000000000,1639189861000000000,1639435043260
72,1639189921000000000,1639189921000000000,1639435043260
73,1639189981000000000,1639189981000000000,1639435043260
71,1639190041000000000,1639190041000000000,1639435043260
72,1639190101000000000,1639190101000000000,1639435043260
71,1639190161000000000,1639190161000000000,1639435043260
72,1639190221000000000,1639190221000000000,1639435043260
72,1639190281000000000,1639190281000000000,1639435043260
70,1639190341000000000,1639190341000000000,1639435043260
70,1639190401000000000,1639190401000000000,1639435043260
71,1639190461000000000,1639190461000000000,1639435043260
71,1639190521000000000,1639190521000000000,1639435043260
72,1639190581000000000,1639190581000000000,1639435043260
72,1639190641000000000,1639190641000000000,1639435043260
73,1639190701000000000,1639190701000000000,1639435043260
70,1639190761000000000,1639190761000000000,1639435043260
71,1639190821000000000,1639190821000000000,1639435043260
71,1639190881000000000,1639190881000000000,1639435043260
73,1639190941000000000,1639190941000000000,1639435043260
72,1639191001000000000,1639191001000000000,1639435043260
71,1639191061000000000,1639191061000000000,1639435043260
73,1639191121000000000,1639191121000000000,1639435043260
71,1639191181000000000,1639191181000000000,1639435043260
74,1639191241000000000,1639191241000000000,1639435043260
74,1639191301000000000,1639191301000000000,1639435043260
71,1639191361000000000,1639191361000000000,1639435043260
73,1639191421000000000,1639191421000000000,1639435043260
72,1639191481000000000,1639191481000000000,1639435043260
72,1639191541000000000,1639191541000000000,1639435043260
76,1639191601000000000,1639191601000000000,1639435043260
73,1639191661000000000,1639191661000000000,1639435043260
74,1639191721000000000,1639191721000000000,1639435043260
73,1639191781000000000,1639191781000000000,1639435043260
72,1639191841000000000,1639191841000000000,1639435043260
73,1639191901000000000,1639191901000000000,1639435043260
73,1639191961000000000,1639191961000000000,1639435043260
73,1639192021000000000,1639192021000000000,1639435043260
67,1639192081000000000,1639192081000000000,1639435043260
74,1639192141000000000,1639192141000000000,1639435043260
76,1639192201000000000,1639192201000000000,1639435043260
72,1639192261000000000,1639192261000000000,1639435043260
77,1639192321000000000,1639192321000000000,1639435043260
76,1639192381000000000,1639192381000000000,1639435043260
73,1639192441000000000,1639192441000000000,1639435043260
75,1639192501000000000,1639192501000000000,1639435043260
71,1639192561000000000,1639192561000000000,1639435043260
74,1639192621000000000,1639192621000000000,1639435043260
76,1639192681000000000,1639192681000000000,1639435043260
73,1639192741000000000,1639192741000000000,1639435043260
81,1639192801000000000,1639192801000000000,1639435043260
70,1639192861000000000,1639192861000000000,1639435043260
73,1639192921000000000,1639192921000000000,1639435043260
73,1639192981000000000,1639192981000000000,1639435043260
72,1639193041000000000,1639193041000000000,1639435043260
73,1639193101000000000,1639193101000000000,1639435043260
70,1639193161000000000,1639193161000000000,1639435043260
72,1639193221000000000,1639193221000000000,1639435043260
74,1639193281000000000,1639193281000000000,1639435043260
72,1639193341000000000,1639193341000000000,1639435043260
67,1639193401000000000,1639193401000000000,1639435043260
64,1639193461000000000,1639193461000000000,1639435043260
69,1639193521000000000,1639193521000000000,1639435043260
73,1639193581000000000,1639193581000000000,1639435043260
68,1639193641000000000,1639193641000000000,1639435043260
71,1639193701000000000,1639193701000000000,1639435043260
72,1639193761000000000,1639193761000000000,1639435043260
70,1639193821000000000,1639193821000000000,1639435043260
71,1639193881000000000,1639193881000000000,1639435043260
75,1639193941000000000,1639193941000000000,1639435043260
74,1639194001000000000,1639194001000000000,1639435043260
70,1639194061000000000,1639194061000000000,1639435043260
67,1639194121000000000,1639194121000000000,1639435043260
70,1639194181000000000,1639194181000000000,1639435043260
68,1639194241000000000,1639194241000000000,1639435043260
71,1639194301000000000,1639194301000000000,1639435043260
73,1639194361000000000,1639194361000000000,1639435043260
71,1639194421000000000,1639194421000000000,1639435043260
71,1639194481000000000,1639194481000000000,1639435043260
70,1639194541000000000,1639194541000000000,1639435043260
72,1639194601000000000,1639194601000000000,1639435043260
73,1639194661000000000,1639194661000000000,1639435043260
69,1639194721000000000,1639194721000000000,1639435043260
70,1639194781000000000,1639194781000000000,1639435043260
70,1639194841000000000,1639194841000000000,1639435043260
67,1639194901000000000,1639194901000000000,1639435043260
71,1639194961000000000,1639194961000000000,1639435043260
67,1639195021000000000,1639195021000000000,1639435043260
70,1639195081000000000,1639195081000000000,1639435043260
70,1639195141000000000,1639195141000000000,1639435043260
71,1639195201000000000,1639195201000000000,1639435043260
68,1639195261000000000,1639195261000000000,1639435043260
69,1639195321000000000,1639195321000000000,1639435043260
69,1639195381000000000,1639195381000000000,1639435043260
71,1639195441000000000,1639195441000000000,1639435043260
70,1639195501000000000,1639195501000000000,1639435043260
69,1639195561000000000,1639195561000000000,1639435043260
70,1639195621000000000,1639195621000000000,1639435043260
69,1639195681000000000,1639195681000000000,1639435043260
69,1639195741000000000,1639195741000000000,1639435043260
71,1639195801000000000,1639195801000000000,1639435043260
72,1639195861000000000,1639195861000000000,1639435043260
65,1639195921000000000,1639195921000000000,1639435043260
70,1639195981000000000,1639195981000000000,1639435043260
69,1639196041000000000,1639196041000000000,1639435043260
69,1639196101000000000,1639196101000000000,1639435043260
69,1639196161000000000,1639196161000000000,1639435043260
73,1639196221000000000,1639196221000000000,1639435043260
69,1639196281000000000,1639196281000000000,1639435043260
67,1639196341000000000,1639196341000000000,1639435043260
67,1639196401000000000,1639196401000000000,1639435043260
74,1639196461000000000,1639196461000000000,1639435043260
67,1639196521000000000,1639196521000000000,1639435043260
67,1639196581000000000,1639196581000000000,1639435043260
71,1639196641000000000,1639196641000000000,1639435043260
70,1639196701000000000,1639196701000000000,1639435043260
69,1639196761000000000,1639196761000000000,1639435043260
72,1639196821000000000,1639196821000000000,1639435043260
71,1639196881000000000,1639196881000000000,1639435043260
67,1639196941000000000,1639196941000000000,1639435043260
71,1639197001000000000,1639197001000000000,1639435043260
69,1639197061000000000,1639197061000000000,1639435043260
71,1639197121000000000,1639197121000000000,1639435043260
71,1639197181000000000,1639197181000000000,1639435043260
68,1639197241000000000,1639197241000000000,1639435043260
67,1639197301000000000,1639197301000000000,1639435043260
69,1639197361000000000,1639197361000000000,1639435043260
68,1639197421000000000,1639197421000000000,1639435043260
68,1639197481000000000,1639197481000000000,1639435043260
65,1639197541000000000,1639197541000000000,1639435043260
68,1639197601000000000,1639197601000000000,1639435043260
68,1639197661000000000,1639197661000000000,1639435043260
68,1639197721000000000,1639197721000000000,1639435043260
70,1639197781000000000,1639197781000000000,1639435043260
66,1639197841000000000,1639197841000000000,1639435043260
70,1639197901000000000,1639197901000000000,1639435043260
74,1639197961000000000,1639197961000000000,1639435043260
70,1639198021000000000,1639198021000000000,1639435043260
72,1639198081000000000,1639198081000000000,1639435043260
68,1639198141000000000,1639198141000000000,1639435043260
69,1639198201000000000,1639198201000000000,1639435043260
71,1639198261000000000,1639198261000000000,1639435043260
70,1639198321000000000,1639198321000000000,1639435043260
73,1639198381000000000,1639198381000000000,1639435043260
71,1639198441000000000,1639198441000000000,1639435043260
71,1639198501000000000,1639198501000000000,1639435043260
73,1639198561000000000,1639198561000000000,1639435043260
69,1639198621000000000,1639198621000000000,1639435043260
71,1639198681000000000,1639198681000000000,1639435043260
71,1639198741000000000,1639198741000000000,1639435043260
70,1639198801000000000,1639198801000000000,1639435043260
71,1639198861000000000,1639198861000000000,1639435043260
70,1639198921000000000,1639198921000000000,1639435043260
69,1639198981000000000,1639198981000000000,1639435043260
72,1639199041000000000,1639199041000000000,1639435043260
71,1639199101000000000,1639199101000000000,1639435043260
71,1639199161000000000,1639199161000000000,1639435043260
73,1639199221000000000,1639199221000000000,1639435043260
72,1639199281000000000,1639199281000000000,1639435043260
70,1639199341000000000,1639199341000000000,1639435043260
73,1639199401000000000,1639199401000000000,1639435043260
71,1639199461000000000,1639199461000000000,1639435043260
69,1639199521000000000,1639199521000000000,1639435043260
72,1639199581000000000,1639199581000000000,1639435043260
75,1639199641000000000,1639199641000000000,1639435043260
73,1639199701000000000,1639199701000000000,1639435043260
77,1639199761000000000,1639199761000000000,1639435043260
72,1639199821000000000,1639199821000000000,1639435043260
72,1639199881000000000,1639199881000000000,1639435043260
69,1639199941000000000,1639199941000000000,1639435043260
77,1639200001000000000,1639200001000000000,1639435043260
77,1639200061000000000,1639200061000000000,1639435043260
78,1639200121000000000,1639200121000000000,1639435043260
77,1639200181000000000,1639200181000000000,1639435043260
76,1639200241000000000,1639200241000000000,1639435043260
74,1639200301000000000,1639200301000000000,1639435043260
77,1639200361000000000,1639200361000000000,1639435043260
71,1639200421000000000,1639200421000000000,1639435043260
77,1639200481000000000,1639200481000000000,1639435043260
75,1639200541000000000,1639200541000000000,1639435043260
77,1639200601000000000,1639200601000000000,1639435043260
78,1639200661000000000,1639200661000000000,1639435043260
76,1639200721000000000,1639200721000000000,1639435043260
78,1639200781000000000,1639200781000000000,1639435043260
76,1639200841000000000,1639200841000000000,1639435043260
73,1639200901000000000,1639200901000000000,1639435043260
74,1639200961000000000,1639200961000000000,1639435043260
72,1639201021000000000,1639201021000000000,1639435043260
73,1639201081000000000,1639201081000000000,1639435043260
76,1639201141000000000,1639201141000000000,1639435043260
76,1639201201000000000,1639201201000000000,1639435043260
76,1639201261000000000,1639201261000000000,1639435043260
77,1639201321000000000,1639201321000000000,1639435043260
76,1639201381000000000,1639201381000000000,1639435043260
78,1639201441000000000,1639201441000000000,1639435043260
69,1639201501000000000,1639201501000000000,1639435043260
73,1639201561000000000,1639201561000000000,1639435043260
69,1639201621000000000,1639201621000000000,1639435043260
58,1639201681000000000,1639201681000000000,1639435043260
74,1639201741000000000,1639201741000000000,1639435043260
